url,num,description,longitude,latitude
http://informo.munimadrid.es/informo/Camaras/Camara00041_mdf.jpg,00041,TORRE ESPAÑA - M30,-3.6641829708975,40.4202278398562
http://informo.munimadrid.es/informo/Camaras/Camara00042_mdf.jpg,00042,TORRE ESPAÑA - DOCTOR ESQUERDO,-3.66419161434742,40.4202122526377
http://informo.munimadrid.es/informo/Camaras/Camara00147_mdf.jpg,00147,M30 - PK16+000 C (CALDERON),-3.72209498671955,40.4029291300405
http://informo.munimadrid.es/informo/Camaras/Camara00155_mdf.jpg,00155,ANTORCHA NORTE,-3.6662820976784,40.4059719068221
http://informo.munimadrid.es/informo/Camaras/Camara00156_mdf.jpg,00156,ANTORCHA SUR,-3.66631519188592,40.4059222160513
http://informo.munimadrid.es/informo/Camaras/Camara00141_mdf.jpg,00141,CAMPEZO - SAMANIEGO,-3.58290198458148,40.444584674132
http://informo.munimadrid.es/informo/Camaras/Camara00143_mdf.jpg,00143,TUNEL BAILEN,-3.7129989400785,40.4193313221848
http://informo.munimadrid.es/informo/Camaras/Camara00144_mdf.jpg,00144,TUNEL BAILEN III,-3.7130961515537,40.4193573788542
http://informo.munimadrid.es/informo/Camaras/Camara00145_mdf.jpg,00145,TUNEL BAILEN I,-3.71307887650238,40.4176754808786
http://informo.munimadrid.es/informo/Camaras/Camara00146_mdf.jpg,00146,TUNEL BAILEN II,-3.71327076866466,40.4175518224874
http://informo.munimadrid.es/informo/Camaras/Camara00149_mdf.jpg,00149,M30 - PK27+800 C (SALVADOR MAELLA),-3.72068454557629,40.4764288566643
http://informo.munimadrid.es/informo/Camaras/Camara00150_mdf.jpg,00150,M30 - PK10+900 C (MENDEZ ALVARO),-3.67673968968667,40.3924222278049
http://informo.munimadrid.es/informo/Camaras/Camara00152_mdf.jpg,00152,M30 - PK19+700 D (MARQUES DE MONISTROL),-3.73406599496136,40.4264840879416
http://informo.munimadrid.es/informo/Camaras/Camara00153_mdf.jpg,00153,M30 - PK20+700 D (PUENTE DE LOS FRANCESES),-3.73892049981208,40.4346440226305
http://informo.munimadrid.es/informo/Camaras/Camara00154_mdf.jpg,00154,PESETA - CARABANCHEL ALTO,-3.75389602764325,40.3620718852974
http://informo.munimadrid.es/informo/Camaras/Camara00157_mdf.jpg,00157,M-11 - EMILIO HERRERA,-3.66423064613065,40.4838639878955
http://informo.munimadrid.es/informo/Camaras/Camara00158_mdf.jpg,00158,M-11 - ARTURO SORIA,-3.66374521145775,40.4832947955091
http://informo.munimadrid.es/informo/Camaras/Camara00159_mdf.jpg,00159,VENTISQUERO DE LA CONDESA,-3.7167574723721,40.4857684878194
http://informo.munimadrid.es/informo/Camaras/Camara00160_mdf.jpg,00160,AV ANDALUCIA - ALCOCER,-3.69290366266285,40.3516123676855
http://informo.munimadrid.es/informo/Camaras/Camara00161_mdf.jpg,00161,PALAS DEL REY - VALCARLOS,-3.66489006600392,40.5047657034355
http://informo.munimadrid.es/informo/Camaras/Camara00162_mdf.jpg,00162,PI MARGAL - PRINCIPE CARLOS,-3.65129917560043,40.4870692138067
http://informo.munimadrid.es/informo/Camaras/Camara00163_mdf.jpg,00163,AV AVIACION -JOAQUIN TURINA,-3.76557968245255,40.37305156774
http://informo.munimadrid.es/informo/Camaras/Camara00164_mdf.jpg,00164,M30 - PK09+800 D (A3),-3.66561989356844,40.4041581465348
http://informo.munimadrid.es/informo/Camaras/Camara00165_mdf.jpg,00165,VINATEROS - MEDIA LEGUA,-3.65517240772975,40.4107011986805
http://informo.munimadrid.es/informo/Camaras/Camara00167_mdf.jpg,00167,ENSANCHE VALLECAS - PEÑARANDA DE BRACAMONTE,-3.60969215314173,40.3685696610178
http://informo.munimadrid.es/informo/Camaras/Camara00169_mdf.jpg,00169,MONFORTE DE LEMOS - PEDRO RICO,-3.69113211115568,40.478905962766
http://informo.munimadrid.es/informo/Camaras/Camara00168_mdf.jpg,00168,MONFORTE DE LEMOS - SINESIO DELGADO,-3.68917796581706,40.4748586512466
http://informo.munimadrid.es/informo/Camaras/Camara00043_mdf.jpg,00043,ARTURO SORIA - ALCALA,-3.63812197576637,40.4379600527709
http://informo.munimadrid.es/informo/Camaras/Camara00044_mdf.jpg,00044,BAILEN - SAN FRANCISCO EL GRANDE,-3.71404515730246,40.4102291087855
http://informo.munimadrid.es/informo/Camaras/Camara00045_mdf.jpg,00045,ALFONSO XII - CIUDAD DE BARCELONA,-3.68850593824765,40.4066672058866
http://informo.munimadrid.es/informo/Camaras/Camara00046_mdf.jpg,00046,PLAZA ELIPTICA,-3.71762196663921,40.385082519989
http://informo.munimadrid.es/informo/Camaras/Camara00047_mdf.jpg,00047,M30 - PK10+000 C (CIUDAD DE BARCELONA),-3.66977158693296,40.3984255931401
http://informo.munimadrid.es/informo/Camaras/Camara00048_mdf.jpg,00048,PRINCESA - MARQUES DE URQUIJO,-3.71646362604296,40.4306841600089
http://informo.munimadrid.es/informo/Camaras/Camara00139_mdf.jpg,00139,PABLO NERUDA - FUENTE CARRANTONA,-3.64014762644051,40.394389011562
http://informo.munimadrid.es/informo/Camaras/Camara00140_mdf.jpg,00140,ALBUFERA - DEMOCRACIA,-3.62533558283267,40.3833874233311
http://informo.munimadrid.es/informo/Camaras/Camara00137_mdf.jpg,00137,GOYA - DOCTOR ESQUERDO,-3.66872447063549,40.4245185793195
http://informo.munimadrid.es/informo/Camaras/Camara00135_mdf.jpg,00135,PIRAMIDES,-3.71448994327912,40.4006185039506
http://informo.munimadrid.es/informo/Camaras/Camara00136_mdf.jpg,00136,MELANCOLICOS,-3.72060892254874,40.4041167093368
http://informo.munimadrid.es/informo/Camaras/Camara00134_mdf.jpg,00134,VIRGEN DEL PUERTO -PUENTE DE SEGOVIA,-3.72086755722094,40.4139614708863
http://informo.munimadrid.es/informo/Camaras/Camara00133_mdf.jpg,00133,MARIA DE MOLINA - SERRANO,-3.68623999373741,40.4379355961792
http://informo.munimadrid.es/informo/Camaras/Camara00049_mdf.jpg,00049,ARTURO SORIA - GREGORIO BENITEZ,-3.65116338454318,40.4494161715359
http://informo.munimadrid.es/informo/Camaras/Camara00050_mdf.jpg,00050,VELAZQUEZ - MARIA DE MOLINA,-3.68296715732881,40.4377492895666
http://informo.munimadrid.es/informo/Camaras/Camara00051_mdf.jpg,00051,EDUARDO DATO - CASTELLANA,-3.68828036799927,40.4332048420481
http://informo.munimadrid.es/informo/Camaras/Camara00052_mdf.jpg,00052,SANTA MARIA DE LA CABEZA,-3.69924487285748,40.4009344553703
http://informo.munimadrid.es/informo/Camaras/Camara00053_mdf.jpg,00053,FARO MONCLOA - PRINCESA,-3.72115176505645,40.4367970874863
http://informo.munimadrid.es/informo/Camaras/Camara00054_mdf.jpg,00054,FARO MONCLOA - A6,-3.72119372580907,40.4367964838055
http://informo.munimadrid.es/informo/Camaras/Camara00055_mdf.jpg,00055,PUERTA DEL ANGEL - PASEO EXTREMADURA,-3.72853569641832,40.4136149437237
http://informo.munimadrid.es/informo/Camaras/Camara00056_mdf.jpg,00056,GENERAL RICARDOS - OCA,-3.73179996207564,40.3884040430767
http://informo.munimadrid.es/informo/Camaras/Camara00057_mdf.jpg,00057,COSTA RICA - JOSE MARIA SOLER,-3.66775064004606,40.4589184817663
http://informo.munimadrid.es/informo/Camaras/Camara00058_mdf.jpg,00058,ALBUFERA - BUENOS AIRES,-3.65380015281332,40.3916362335626
http://informo.munimadrid.es/informo/Camaras/Camara00059_mdf.jpg,00059,HERRERA ORIA - ISLA DE AROSA,-3.71749604475788,40.4825079749196
http://informo.munimadrid.es/informo/Camaras/Camara00060_mdf.jpg,00060,GINZO DE LIMIA - MONFORTE DE LEMOS,-3.70420631634833,40.4793960985093
http://informo.munimadrid.es/informo/Camaras/Camara00061_mdf.jpg,00061,M30 - PK28+500 C (BETANZOS),-3.71304216760674,40.4802396992935
http://informo.munimadrid.es/informo/Camaras/Camara00062_mdf.jpg,00062,REINA VICTORIA - PABLO IGLESIAS,-3.70836069291975,40.4471096486771
http://informo.munimadrid.es/informo/Camaras/Camara00063_mdf.jpg,00063,BRAVO MURILLO - SAN GERMAN,-3.70168091365519,40.4574159111535
http://informo.munimadrid.es/informo/Camaras/Camara00064_mdf.jpg,00064,SINESIO DELGADO - GINZO DE LIMIA,-3.70222057860643,40.4738352697303
http://informo.munimadrid.es/informo/Camaras/Camara00065_mdf.jpg,00065,ARTURO SORIA - JOSE SILVA,-3.65643162676938,40.4557541893808
http://informo.munimadrid.es/informo/Camaras/Camara00066_mdf.jpg,00066,RAMON Y CAJAL - ALFONSO XIII,-3.66757274957776,40.4522436617153
http://informo.munimadrid.es/informo/Camaras/Camara00067_mdf.jpg,00067,MARQUES DE URQUIJO - PINTOR ROSALES,-3.72200635179049,40.428749512242
http://informo.munimadrid.es/informo/Camaras/Camara00068_mdf.jpg,00068,MARIANO DE CAVIA - M. PELAYO,-3.67869380825248,40.4076856785997
http://informo.munimadrid.es/informo/Camaras/Camara00070_mdf.jpg,00070,GTA DE MALAGA,-3.69509063811462,40.375565709916
http://informo.munimadrid.es/informo/Camaras/Camara00148_mdf.jpg,00148,M30 - PK26+500 C (AV ILUSTRACION),-3.73604730028006,40.4730698489626
http://informo.munimadrid.es/informo/Camaras/Camara00096_mdf.jpg,00096,F. PI Y MARGALL - A1,-3.66620462545417,40.4949276524828
http://informo.munimadrid.es/informo/Camaras/Camara00120_mdf.jpg,00120,HERRERA ORIA - M607,-3.69859888763612,40.4900227314074
http://informo.munimadrid.es/informo/Camaras/Camara00100_mdf.jpg,00100,LOS ANDES - M40,-3.61700444643649,40.4585744116735
http://informo.munimadrid.es/informo/Camaras/Camara00102_mdf.jpg,00102,ALCALA - 25 DE SEPTIEMBRE,-3.62358361753273,40.4419465082786
http://informo.munimadrid.es/informo/Camaras/Camara00101_mdf.jpg,00101,RICARDO VELAZQUEZ BOSCO,-3.62628959931048,40.4476261330191
http://informo.munimadrid.es/informo/Camaras/Camara00099_mdf.jpg,00099,LUIS ROSALES,-3.65422357763578,40.4669053656666
http://informo.munimadrid.es/informo/Camaras/Camara00098_mdf.jpg,00098,FERNANDEZ ORDOÑEZ,-3.64661211907279,40.4684036396662
http://informo.munimadrid.es/informo/Camaras/Camara00097_mdf.jpg,00097,MAR DE CRISTAL,-3.63850228585858,40.4699227514317
http://informo.munimadrid.es/informo/Camaras/Camara00093_mdf.jpg,00093,M30 - PK22+400 D (VETERINARIA),-3.74162824574557,40.4490744654346
http://informo.munimadrid.es/informo/Camaras/Camara00094_mdf.jpg,00094,M30 - PK24+800 D (ARROYO DEL FRESNO),-3.75043712226798,40.4689601377014
http://informo.munimadrid.es/informo/Camaras/Camara00095_mdf.jpg,00095,M30 - PK25+000 C (NUDO M-40),-3.74831065436408,40.474479730475
http://informo.munimadrid.es/informo/Camaras/Camara00092_mdf.jpg,00092,CASTELLANA - SINESIO DELGADO,-3.68737773847268,40.4739820381837
http://informo.munimadrid.es/informo/Camaras/Camara00091_mdf.jpg,00091,MARQUES DE SALAMANCA,-3.67981000258212,40.4295152582879
http://informo.munimadrid.es/informo/Camaras/Camara00090_mdf.jpg,00090,CASTELLANA - R. FDEZ VILLAVERDE,-3.69124703704978,40.4464686113837
http://informo.munimadrid.es/informo/Camaras/Camara00089_mdf.jpg,00089,BEATA MARIA DE JESUS,-3.69475737236098,40.3944566532069
http://informo.munimadrid.es/informo/Camaras/Camara00088_mdf.jpg,00088,MENDEZ ALVARO - PEDRO BOSCH,-3.6802483924941,40.3956201914451
http://informo.munimadrid.es/informo/Camaras/Camara00087_mdf.jpg,00087,FUENTE CARRANTONA - O'DONNELL,-3.6275749811854,40.4143707625744
http://informo.munimadrid.es/informo/Camaras/Camara00072_mdf.jpg,00072,FUENTE CARRANTONA - GARCIA TAPIA,-3.63128256535022,40.4076347271506
http://informo.munimadrid.es/informo/Camaras/Camara00071_mdf.jpg,00071,LOS ANDES - MACHUPICHU,-3.62265070690428,40.4544550642157
http://informo.munimadrid.es/informo/Camaras/Camara00073_mdf.jpg,00073,ALBUFERA - PABLO NERUDA,-3.6438975527183,40.3891381671281
http://informo.munimadrid.es/informo/Camaras/Camara00074_mdf.jpg,00074,AV POBLADOS - LAS AGUILAS,-3.76166244656072,40.3856830463017
http://informo.munimadrid.es/informo/Camaras/Camara00075_mdf.jpg,00075,DOCTOR ESQUERDO - NAZARET,-3.66980992670041,40.411572760338
http://informo.munimadrid.es/informo/Camaras/Camara00076_mdf.jpg,00076,PLAZA DE CATALUÑA,-3.67768772032832,40.448773891342
http://informo.munimadrid.es/informo/Camaras/Camara00077_mdf.jpg,00077,M30 - PK30+500 C (M607),-3.69423685113768,40.4859728163626
http://informo.munimadrid.es/informo/Camaras/Camara00078_mdf.jpg,00078,M30 - PK19+000 D (SAN POL DE MAR),-3.72815809931344,40.4229398624966
http://informo.munimadrid.es/informo/Camaras/Camara00079_mdf.jpg,00079,PIEDRAFITA,-3.7118188362124,40.4711027078482
http://informo.munimadrid.es/informo/Camaras/Camara00080_mdf.jpg,00080,ALSACIA,-3.62380426173534,40.4182248417912
http://informo.munimadrid.es/informo/Camaras/Camara00081_mdf.jpg,00081,EMILIO CASTELAR,-3.6887491652346,40.4349312050008
http://informo.munimadrid.es/informo/Camaras/Camara00083_mdf.jpg,00083,GOYA - VELAZQUEZ,-3.68396430742432,40.4252212309911
http://informo.munimadrid.es/informo/Camaras/Camara00082_mdf.jpg,00082,VELAZQUEZ - GOYA,-3.68420965820919,40.425044758587
http://informo.munimadrid.es/informo/Camaras/Camara00085_mdf.jpg,00085,M30 - PK06+000 D (ALCALA),-3.6602831942996,40.4317646321617
http://informo.munimadrid.es/informo/Camaras/Camara00084_mdf.jpg,00084,BRAVO MURILLO - SOR ANGELA DE LA CRUZ,-3.6986377553792,40.4605549820871
http://informo.munimadrid.es/informo/Camaras/Camara00086_mdf.jpg,00086,AQUITANIA - AJALVIR A VICALVARO,-3.61108576734734,40.4211675820772
http://informo.munimadrid.es/informo/Camaras/Camara00103_mdf.jpg,00103,PLAZA DE GRECIA,-3.60657274205339,40.4354841626649
http://informo.munimadrid.es/informo/Camaras/Camara00104_mdf.jpg,00104,ARCENTALES - CANILLEJAS A VICALVARO,-3.61209414688918,40.4345603619556
http://informo.munimadrid.es/informo/Camaras/Camara00105_mdf.jpg,00105,ARCENTALES - I. L. ENSEÑANZA,-3.62833157996959,40.4244990226412
http://informo.munimadrid.es/informo/Camaras/Camara00106_mdf.jpg,00106,ANCORA - DELICIAS,-3.6935839218986,40.403032846201
http://informo.munimadrid.es/informo/Camaras/Camara00107_mdf.jpg,00107,DELICIAS - ANCORA,-3.69366415690917,40.4028998358646
http://informo.munimadrid.es/informo/Camaras/Camara00108_mdf.jpg,00108,GTA DE CADIZ,-3.69918935739613,40.3878406634304
http://informo.munimadrid.es/informo/Camaras/Camara00110_mdf.jpg,00110,SANTA MARIA DE LA CABEZA - ANTONIO LOPEZ,-3.70612089918774,40.3931482051123
http://informo.munimadrid.es/informo/Camaras/Camara00109_mdf.jpg,00109,ANTONIO LOPEZ - VADO,-3.69597647480421,40.385356242308
http://informo.munimadrid.es/informo/Camaras/Camara00111_mdf.jpg,00111,A42 - PK5+000 (AV POBLADOS),-3.72008578969859,40.369652828511
http://informo.munimadrid.es/informo/Camaras/Camara00112_mdf.jpg,00112,AV POBLADOS - A42,-3.71951892690243,40.3738978506656
http://informo.munimadrid.es/informo/Camaras/Camara00113_mdf.jpg,00113,AV POBLADOS - RAFAELA YBARRA,-3.7123343320728,40.3734184758077
http://informo.munimadrid.es/informo/Camaras/Camara00114_mdf.jpg,00114,AV ANDALUCIA - AV POBLADOS,-3.69437783195764,40.3708175491975
http://informo.munimadrid.es/informo/Camaras/Camara00115_mdf.jpg,00115,A42 - PK2+000 (ANTONIO LOPEZ),-3.71004498186389,40.3906796958222
http://informo.munimadrid.es/informo/Camaras/Camara00116_mdf.jpg,00116,AV ANDALUCIA - M40,-3.69397263852099,40.3642092887947
http://informo.munimadrid.es/informo/Camaras/Camara00118_mdf.jpg,00118,ALCALA - SEVILLA,-3.69947180177574,40.4179238159111
http://informo.munimadrid.es/informo/Camaras/Camara00119_mdf.jpg,00119,GRAN VIA - CLAVEL,-3.69975595290846,40.4197233183201
http://informo.munimadrid.es/informo/Camaras/Camara00121_mdf.jpg,00121,AV LOGROÑO,-3.58144423149981,40.4691570990943
http://informo.munimadrid.es/informo/Camaras/Camara00122_mdf.jpg,00122,PIO XII - MEMORIAL,-3.67435719568053,40.467174814335
http://informo.munimadrid.es/informo/Camaras/Camara00123_mdf.jpg,00123,AV POBLADOS - EUGENIA DE MONTIJO,-3.74991296852026,40.3764965718658
http://informo.munimadrid.es/informo/Camaras/Camara00125_mdf.jpg,00125,M30 - PK01+500 C (PIO XII),-3.6721259274469,40.4710395638136
http://informo.munimadrid.es/informo/Camaras/Camara00126_mdf.jpg,00126,M30 - PK02+900 X (COSTA RICA),-3.66491496014063,40.4602394292607
http://informo.munimadrid.es/informo/Camaras/Camara00127_mdf.jpg,00127,M30 - PK09+100 C (DAI AV MEDITERRANEO),-3.66567628693249,40.406201245943
http://informo.munimadrid.es/informo/Camaras/Camara00128_mdf.jpg,00128,M30 - PK07+600 D (O'DONNELL),-3.6587161225974,40.4186444813521
http://informo.munimadrid.es/informo/Camaras/Camara00129_mdf.jpg,00129,M30 - PK04+700 D (AV AMERICA),-3.65968351013473,40.4447027264737
http://informo.munimadrid.es/informo/Camaras/Camara00130_mdf.jpg,00130,M30 - PK29+800 C (REALES ACADEMIAS),-3.70452933469327,40.481943856653
http://informo.munimadrid.es/informo/Camaras/Camara00131_mdf.jpg,00131,M30 - PK27+100 C (ISAAC RABIN),-3.72760357551409,40.4728257188141
http://informo.munimadrid.es/informo/Camaras/Camara00132_mdf.jpg,00132,AV POBLADOS - VIA LUSITANA,-3.73386078949335,40.3737958201326
http://informo.munimadrid.es/informo/Camaras/Camara00170_mdf.jpg,00170,HOSPITAL DE VALLECAS,-3.61493255145702,40.3867771732509
http://informo.munimadrid.es/informo/Camaras/Camara00124_mdf.jpg,00124,M30 - PK00+000 C (MANOTERAS),-3.67373994095935,40.4842334352218
http://informo.munimadrid.es/informo/Camaras/Camara00171_mdf.jpg,00171,PASEO DEL PRADO - HUERTAS,-3.69341648783133,40.4129005629467
http://informo.munimadrid.es/informo/Camaras/Camara00172_mdf.jpg,00172,RECOLETOS - ALMIRANTE,-3.6915827098451,40.4221810907219
http://informo.munimadrid.es/informo/Camaras/Camara00173_mdf.jpg,00173,FRANCISCO SILVELA - AV DE LOS TOREROS,-3.67162302326918,40.4317995531335
http://informo.munimadrid.es/informo/Camaras/Camara00142_mdf.jpg,00142,M30 - PK06+000 D (ALCALA),-3.60859548851557,40.4492163016383
http://informo.munimadrid.es/informo/Camaras/Camara00194_mdf.jpg,00194,T. ATOCHA -  CIUDAD DE BARCELONA,-3.69108408843266,40.4083767435039
http://informo.munimadrid.es/informo/Camaras/Camara00195_mdf.jpg,00195,T. ATOCHA - RONDA VALENCIA,-3.69392069181659,40.4074727661172
http://informo.munimadrid.es/informo/Camaras/Camara00192_mdf.jpg,00192,PTA DE TOLEDO - SAN FRANCISCO,-3.71184654965341,40.4070269343965
http://informo.munimadrid.es/informo/Camaras/Camara00191_mdf.jpg,00191,PTA TOLEDO - CALLE TOLEDO,-3.71142464953762,40.4072779998904
http://informo.munimadrid.es/informo/Camaras/Camara00117_mdf.jpg,00117,FUENTE CARRANTONA - PAVONES,-3.63607844675591,40.4008782362664
http://informo.munimadrid.es/informo/Camaras/Camara00190_mdf.jpg,00190,AV FILIPINAS - CEA BERMUDEZ,-3.71290528724238,40.4390454400228
http://informo.munimadrid.es/informo/Camaras/Camara00185_mdf.jpg,00185,ERMITA DEL SANTO - SAN CONRADO,-3.72468889042946,40.4053466814334
http://informo.munimadrid.es/informo/Camaras/Camara00184_mdf.jpg,00184,ARROYO POZUELO - CRTA HUMERA,-3.77946102513442,40.452508686933
http://informo.munimadrid.es/informo/Camaras/Camara00188_mdf.jpg,00188,MERCAMADRID TECNOLOGICO,-3.66372530244372,40.367774052328
http://informo.munimadrid.es/informo/Camaras/Camara00174_mdf.jpg,00174,CIBELES 2,-3.69312694988048,40.4189581204534
http://informo.munimadrid.es/informo/Camaras/Camara00175_mdf.jpg,00175,N. SRA. VALVANERA - VIA CARPETANA,-3.74094769184079,40.3929068314156
http://informo.munimadrid.es/informo/Camaras/Camara00177_mdf.jpg,00177,SANTA MARIA DE LA CABEZA - ESPERANZA,-3.70228780860844,40.3977608587857
http://informo.munimadrid.es/informo/Camaras/Camara00069_mdf.jpg,00069,ENSANCHE VALLECAS - GAVIA,-3.61379852030292,40.3705976338519
http://informo.munimadrid.es/informo/Camaras/Camara00179_mdf.jpg,00179,GUADALAJARA - TOSCANA,-3.61321284680296,40.4222028526298
http://informo.munimadrid.es/informo/Camaras/Camara00183_mdf.jpg,00183,ALSACIA - AQUITANIA,-3.62335230910504,40.4169056035566
http://informo.munimadrid.es/informo/Camaras/Camara00181_mdf.jpg,00181,M30 - PK31+700 C,-3.68076281592327,40.4832048882282
http://informo.munimadrid.es/informo/Camaras/Camara00196_mdf.jpg,00196,M30 - PK31+700 C (DAI VIAS CHAMARTIN),-3.68077501984056,40.4832207612792
http://informo.munimadrid.es/informo/Camaras/Camara00178_mdf.jpg,00178,ENSANCHE VALLECAS - GRAN VIA SURESTE,-3.59160752810267,40.3598980925913
http://informo.munimadrid.es/informo/Camaras/Camara00180_mdf.jpg,00180,M30 - PK00+900 C,-3.67477358221889,40.4772447797114
http://informo.munimadrid.es/informo/Camaras/Camara00187_mdf.jpg,00187,AV LOGROÑO - BAHIA DE CADIZ,-3.5930823236056,40.4605319386976
http://informo.munimadrid.es/informo/Camaras/Camara00189_mdf.jpg,00189,AV ANDALUCIA - SAN CRISTOBAL,-3.69281362582036,40.3414599483894
http://informo.munimadrid.es/informo/Camaras/Camara00186_mdf.jpg,00186,GINEBRA - SUECIA,-3.60397755854387,40.4240167687997
http://informo.munimadrid.es/informo/Camaras/Camara00176_mdf.jpg,00176,AV POBLADOS - VILLAVICIOSA,-3.7742170550289,40.3967268769044
http://informo.munimadrid.es/informo/Camaras/Camara00138_mdf.jpg,00138,DAROCA - LARGO CABALLERO,-3.63942749847569,40.4232296591001
